1415,The k-th Lexicographical String of All Happy Strings of Length n,Medium,algorithms
1414,Find the Minimum Number of Fibonacci Numbers Whose Sum Is K,Medium,algorithms
1413,Minimum Value to Get Positive Step by Step Sum,Easy,algorithms
1412,Find the Quiet Students in All Exams,Hard,database
1411,Number of Ways to Paint N × 3 Grid,Hard,algorithms
1410,HTML Entity Parser,Medium,algorithms
1409,Queries on a Permutation With Key,Medium,algorithms
1408,String Matching in an Array,Easy,algorithms
1407,Top Travellers,Easy,database
1406,Stone Game III,Hard,algorithms
1405,Longest Happy String,Medium,algorithms
1404,Number of Steps to Reduce a Number in Binary Representation to One,Medium,algorithms
1403,Minimum Subsequence in Non-Increasing Order,Easy,algorithms
1402,Reducing Dishes,Hard,algorithms
1401,Circle and Rectangle Overlapping,Medium,algorithms
1400,Construct K Palindrome Strings,Medium,algorithms
1399,Count Largest Group,Easy,algorithms
1398,Customers Who Bought Products A and B but Not C,Medium,database
1397,Find All Good Strings,Hard,algorithms
1396,Design Underground System,Medium,algorithms
1395,Count Number of Teams,Medium,algorithms
1394,Find Lucky Integer in an Array,Easy,algorithms
1393,Capital Gain/Loss,Medium,database
1392,Longest Happy Prefix,Hard,algorithms
1391,Check if There is a Valid Path in a Grid,Medium,algorithms
1390,Four Divisors,Medium,algorithms
1389,Create Target Array in the Given Order,Easy,algorithms
1388,Pizza With 3n Slices,Hard,algorithms
1387,Sort Integers by The Power Value,Medium,algorithms
1386,Cinema Seat Allocation,Medium,algorithms
1385,Find the Distance Value Between Two Arrays,Easy,algorithms
1384,Total Sales Amount by Year,Hard,database
1383,Maximum Performance of a Team,Hard,algorithms
1382,Balance a Binary Search Tree,Medium,algorithms
1381,Design a Stack With Increment Operation,Medium,algorithms
1380,Lucky Numbers in a Matrix,Easy,algorithms
1379,Find a Corresponding Node of a Binary Tree in a Clone of That Tree,Medium,algorithms
1378,Replace Employee ID With The Unique Identifier,Easy,database
1377,Frog Position After T Seconds,Hard,algorithms
1376,Time Needed to Inform All Employees,Medium,algorithms
1375,Bulb Switcher III,Medium,algorithms
1374,Generate a String With Characters That Have Odd Counts,Easy,algorithms
1373,Maximum Sum BST in Binary Tree,Hard,algorithms
1372,Longest ZigZag Path in a Binary Tree,Medium,algorithms
1371,Find the Longest Substring Containing Vowels in Even Counts,Medium,algorithms
1370,Increasing Decreasing String,Easy,algorithms
1369,Get the Second Most Recent Activity,Hard,database
1368,Minimum Cost to Make at Least One Valid Path in a Grid,Hard,algorithms
1367,Linked List in Binary Tree,Medium,algorithms
1366,Rank Teams by Votes,Medium,algorithms
1365,How Many Numbers Are Smaller Than the Current Number,Easy,algorithms
1364,Number of Trusted Contacts of a Customer,Medium,database
1363,Largest Multiple of Three,Hard,algorithms
1362,Closest Divisors,Medium,algorithms
1361,Validate Binary Tree Nodes,Medium,algorithms
1360,Number of Days Between Two Dates,Easy,algorithms
1359,Count All Valid Pickup and Delivery Options,Hard,algorithms
1358,Number of Substrings Containing All Three Characters,Medium,algorithms
1357,Apply Discount Every n Orders,Medium,algorithms
1356,Sort Integers by The Number of 1 Bits,Easy,algorithms
1355,Activity Participants,Medium,database
1354,Construct Target Array With Multiple Sums,Hard,algorithms
1353,Maximum Number of Events That Can Be Attended,Medium,algorithms
1352,Product of the Last K Numbers,Medium,algorithms
1351,Count Negative Numbers in a Sorted Matrix,Easy,algorithms
1350,Students With Invalid Departments,Easy,database
1349,Maximum Students Taking Exam,Hard,algorithms
1348,Tweet Counts Per Frequency,Medium,algorithms
1347,Minimum Number of Steps to Make Two Strings Anagram,Medium,algorithms
1346,Check If N and Its Double Exist,Easy,algorithms
1345,Jump Game IV,Hard,algorithms
1344,Angle Between Hands of a Clock,Medium,algorithms
1343,Number of Sub-arrays of Size K and Average Greater than or Equal to Threshold,Medium,algorithms
1342,Number of Steps to Reduce a Number to Zero,Easy,algorithms
1341,Movie Rating,Medium,database
1340,Jump Game V,Hard,algorithms
1339,Maximum Product of Splitted Binary Tree,Medium,algorithms
1338,Reduce Array Size to The Half,Medium,algorithms
1337,The K Weakest Rows in a Matrix,Easy,algorithms
1336,Number of Transactions per Visit,Hard,database
1335,Minimum Difficulty of a Job Schedule,Hard,algorithms
1334,Find the City With the Smallest Number of Neighbors at a Threshold Distance,Medium,algorithms
1333,Filter Restaurants by Vegan-Friendly ~ Price and Distance,Medium,algorithms
1332,Remove Palindromic Subsequences,Easy,algorithms
1331,Rank Transform of an Array,Easy,algorithms
1330,Reverse Subarray To Maximize Array Value,Hard,algorithms
1329,Sort the Matrix Diagonally,Medium,algorithms
1328,Break a Palindrome,Medium,algorithms
1327,List the Products Ordered in a Period,Easy,database
1326,Minimum Number of Taps to Open to Water a Garden,Hard,algorithms
1325,Delete Leaves With a Given Value,Medium,algorithms
1324,Print Words Vertically,Medium,algorithms
1323,Maximum 69 Number,Easy,algorithms
1322,Ads Performance,Easy,database
1321,Restaurant Growth,Medium,database
1320,Minimum Distance to Type a Word Using Two Fingers,Hard,algorithms
1319,Number of Operations to Make Network Connected,Medium,algorithms
1318,Minimum Flips to Make a OR b Equal to c,Medium,algorithms
1317,Convert Integer to the Sum of Two No-Zero Integers,Easy,algorithms
1316,Distinct Echo Substrings,Hard,algorithms
1315,Sum of Nodes with Even-Valued Grandparent,Medium,algorithms
1314,Matrix Block Sum,Medium,algorithms
1313,Decompress Run-Length Encoded List,Easy,algorithms
1312,Minimum Insertion Steps to Make a String Palindrome,Hard,algorithms
1311,Get Watched Videos by Your Friends,Medium,algorithms
1310,XOR Queries of a Subarray,Medium,algorithms
1309,Decrypt String from Alphabet to Integer Mapping,Easy,algorithms
1308,Running Total for Different Genders,Medium,database
1307,Verbal Arithmetic Puzzle,Hard,algorithms
1306,Jump Game III,Medium,algorithms
1305,All Elements in Two Binary Search Trees,Medium,algorithms
1304,Find N Unique Integers Sum up to Zero,Easy,algorithms
1303,Find the Team Size,Easy,database
1302,Deepest Leaves Sum,Medium,algorithms
1301,Number of Paths with Max Score,Hard,algorithms
1300,Sum of Mutated Array Closest to Target,Medium,algorithms
1299,Replace Elements with Greatest Element on Right Side,Easy,algorithms
1298,Maximum Candies You Can Get from Boxes,Hard,algorithms
1297,Maximum Number of Occurrences of a Substring,Medium,algorithms
1296,Divide Array in Sets of K Consecutive Numbers,Medium,algorithms
1295,Find Numbers with Even Number of Digits,Easy,algorithms
1294,Weather Type in Each Country,Easy,database
1293,Shortest Path in a Grid with Obstacles Elimination,Hard,algorithms
1292,Maximum Side Length of a Square with Sum Less than or Equal to Threshold,Medium,algorithms
1291,Sequential Digits,Medium,algorithms
1290,Convert Binary Number in a Linked List to Integer,Easy,algorithms
1289,Minimum Falling Path Sum II,Hard,algorithms
1288,Remove Covered Intervals,Medium,algorithms
1287,Element Appearing More Than 25% In Sorted Array,Easy,algorithms
1286,Iterator for Combination,Medium,algorithms
1285,Find the Start and End Number of Continuous Ranges,Medium,database
1284,Minimum Number of Flips to Convert Binary Matrix to Zero Matrix,Hard,algorithms
1283,Find the Smallest Divisor Given a Threshold,Medium,algorithms
1282,Group the People Given the Group Size They Belong To,Medium,algorithms
1281,Subtract the Product and Sum of Digits of an Integer,Easy,algorithms
1280,Students and Examinations,Easy,database
1278,Palindrome Partitioning III,Hard,algorithms
1277,Count Square Submatrices with All Ones,Medium,algorithms
1276,Number of Burgers with No Waste of Ingredients,Medium,algorithms
1275,Find Winner on a Tic Tac Toe Game,Easy,algorithms
1274,Number of Ships in a Rectangle,Hard,algorithms
1273,Delete Tree Nodes,Medium,algorithms
1272,Remove Interval,Medium,algorithms
1271,Hexspeak,Easy,algorithms
1270,All People Report to the Given Manager,Medium,database
1269,Number of Ways to Stay in the Same Place After Some Steps,Hard,algorithms
1268,Search Suggestions System,Medium,algorithms
1267,Count Servers that Communicate,Medium,algorithms
1266,Minimum Time Visiting All Points,Easy,algorithms
1265,Print Immutable Linked List in Reverse,Medium,algorithms
1264,Page Recommendations,Medium,database
1263,Minimum Moves to Move a Box to Their Target Location,Hard,algorithms
1262,Greatest Sum Divisible by Three,Medium,algorithms
1261,Find Elements in a Contaminated Binary Tree,Medium,algorithms
1260,Shift 2D Grid,Easy,algorithms
1259,Handshakes That Don't Cross,Hard,algorithms
1258,Synonymous Sentences,Medium,algorithms
1257,Smallest Common Region,Medium,algorithms
1256,Encode Number,Medium,algorithms
1255,Maximum Score Words Formed by Letters,Hard,algorithms
1254,Number of Closed Islands,Medium,algorithms
1253,Reconstruct a 2-Row Binary Matrix,Medium,algorithms
1252,Cells with Odd Values in a Matrix,Easy,algorithms
1251,Average Selling Price,Easy,database
1250,Check If It Is a Good Array,Hard,algorithms
1249,Minimum Remove to Make Valid Parentheses,Medium,algorithms
1248,Count Number of Nice Subarrays,Medium,algorithms
1247,Minimum Swaps to Make Strings Equal,Medium,algorithms
1246,Palindrome Removal,Hard,algorithms
1245,Tree Diameter,Medium,algorithms
1244,Design A Leaderboard,Medium,algorithms
1243,Array Transformation,Easy,algorithms
1241,Number of Comments per Post,Easy,database
1240,Tiling a Rectangle with the Fewest Squares,Hard,algorithms
1239,Maximum Length of a Concatenated String with Unique Characters,Medium,algorithms
1238,Circular Permutation in Binary Representation,Medium,algorithms
1237,Find Positive Integer Solution for a Given Equation,Easy,algorithms
1236,Web Crawler,Medium,algorithms
1235,Maximum Profit in Job Scheduling,Hard,algorithms
1234,Replace the Substring for Balanced String,Medium,algorithms
1233,Remove Sub-Folders from the Filesystem,Medium,algorithms
1232,Check If It Is a Straight Line,Easy,algorithms
1231,Divide Chocolate,Hard,algorithms
1230,Toss Strange Coins,Medium,algorithms
1229,Meeting Scheduler,Medium,algorithms
1228,Missing Number In Arithmetic Progression,Easy,algorithms
1227,Airplane Seat Assignment Probability,Medium,algorithms
1225,Report Contiguous Dates,Hard,database
1224,Maximum Equal Frequency,Hard,algorithms
1223,Dice Roll Simulation,Medium,algorithms
1222,Queens That Can Attack the King,Medium,algorithms
1221,Split a String in Balanced Strings,Easy,algorithms
1220,Count Vowels Permutation,Hard,algorithms
1219,Path with Maximum Gold,Medium,algorithms
1218,Longest Arithmetic Subsequence of Given Difference,Medium,algorithms
1217,Minimum Cost to Move Chips to The Same Position,Easy,algorithms
1216,Valid Palindrome III,Hard,algorithms
1215,Stepping Numbers,Medium,algorithms
1214,Two Sum BSTs,Medium,algorithms
1213,Intersection of Three Sorted Arrays,Easy,algorithms
1212,Team Scores in Football Tournament,Medium,database
1211,Queries Quality and Percentage,Easy,database
1210,Minimum Moves to Reach Target with Rotations,Hard,algorithms
1209,Remove All Adjacent Duplicates in String II,Medium,algorithms
1208,Get Equal Substrings Within Budget,Medium,algorithms
1207,Unique Number of Occurrences,Easy,algorithms
1206,Design Skiplist,Hard,algorithms
1205,Monthly Transactions II,Medium,database
1204,Last Person to Fit in the Elevator,Medium,database
1203,Sort Items by Groups Respecting Dependencies,Hard,algorithms
1202,Smallest String With Swaps,Medium,algorithms
1201,Ugly Number III,Medium,algorithms
1200,Minimum Absolute Difference,Easy,algorithms
1199,Minimum Time to Build Blocks,Hard,algorithms
1198,Find Smallest Common Element in All Rows,Medium,algorithms
1197,Minimum Knight Moves,Medium,algorithms
1196,How Many Apples Can You Put into the Basket,Easy,algorithms
1194,Tournament Winners,Hard,database
1193,Monthly Transactions I,Medium,database
1192,Critical Connections in a Network,Hard,algorithms
1191,K-Concatenation Maximum Sum,Medium,algorithms
1190,Reverse Substrings Between Each Pair of Parentheses,Medium,algorithms
1189,Maximum Number of Balloons,Easy,algorithms
1187,Make Array Strictly Increasing,Hard,algorithms
1186,Maximum Subarray Sum with One Deletion,Medium,algorithms
1185,Day of the Week,Easy,algorithms
1184,Distance Between Bus Stops,Easy,algorithms
1183,Maximum Number of Ones,Hard,algorithms
1182,Shortest Distance to Target Color,Medium,algorithms
1181,Before and After Puzzle,Medium,algorithms
1180,Count Substrings with Only One Distinct Letter,Easy,algorithms
1179,Reformat Department Table,Easy,database
1178,Number of Valid Words for Each Puzzle,Hard,algorithms
1177,Can Make Palindrome from Substring,Medium,algorithms
1176,Diet Plan Performance,Easy,algorithms
1175,Prime Arrangements,Easy,algorithms
1174,Immediate Food Delivery II,Medium,database
1173,Immediate Food Delivery I,Easy,database
1172,Dinner Plate Stacks,Hard,algorithms
1171,Remove Zero Sum Consecutive Nodes from Linked List,Medium,algorithms
1170,Compare Strings by Frequency of the Smallest Character,Easy,algorithms
1169,Invalid Transactions,Medium,algorithms
1168,Optimize Water Distribution in a Village,Hard,algorithms
1167,Minimum Cost to Connect Sticks,Medium,algorithms
1166,Design File System,Medium,algorithms
1165,Single-Row Keyboard,Easy,algorithms
1164,Product Price at a Given Date,Medium,database
1163,Last Substring in Lexicographical Order,Hard,algorithms
1162,As Far from Land as Possible,Medium,algorithms
1161,Maximum Level Sum of a Binary Tree,Medium,algorithms
1160,Find Words That Can Be Formed by Characters,Easy,algorithms
1159,Market Analysis II,Hard,database
1158,Market Analysis I,Medium,database
1157,Online Majority Element In Subarray,Hard,algorithms
1156,Swap For Longest Repeated Character Substring,Medium,algorithms
1155,Number of Dice Rolls With Target Sum,Medium,algorithms
1154,Day of the Year,Easy,algorithms
1153,String Transforms Into Another String,Hard,algorithms
1152,Analyze User Website Visit Pattern,Medium,algorithms
1151,Minimum Swaps to Group All 1's Together,Medium,algorithms
1150,Check If a Number Is Majority Element in a Sorted Array,Easy,algorithms
1149,Article Views II,Medium,database
1148,Article Views I,Easy,database
1147,Longest Chunked Palindrome Decomposition,Hard,algorithms
1146,Snapshot Array,Medium,algorithms
1145,Binary Tree Coloring Game,Medium,algorithms
1144,Decrease Elements To Make Array Zigzag,Medium,algorithms
1143,Longest Common Subsequence,Medium,algorithms
1142,User Activity for the Past 30 Days II,Easy,database
1141,User Activity for the Past 30 Days I,Easy,database
1140,Stone Game II,Medium,algorithms
1139,Largest 1-Bordered Square,Medium,algorithms
1138,Alphabet Board Path,Medium,algorithms
1137,N-th Tribonacci Number,Easy,algorithms
1136,Parallel Courses,Hard,algorithms
1135,Connecting Cities With Minimum Cost,Medium,algorithms
1134,Armstrong Number,Easy,algorithms
1133,Largest Unique Number,Easy,algorithms
1132,Reported Posts II,Medium,database
1131,Maximum of Absolute Value Expression,Medium,algorithms
1130,Minimum Cost Tree From Leaf Values,Medium,algorithms
1129,Shortest Path with Alternating Colors,Medium,algorithms
1128,Number of Equivalent Domino Pairs,Easy,algorithms
1127,User Purchase Platform,Hard,database
1126,Active Businesses,Medium,database
1125,Smallest Sufficient Team,Hard,algorithms
1124,Longest Well-Performing Interval,Medium,algorithms
1123,Lowest Common Ancestor of Deepest Leaves,Medium,algorithms
1122,Relative Sort Array,Easy,algorithms
1121,Divide Array Into Increasing Sequences,Hard,algorithms
1120,Maximum Average Subtree,Medium,algorithms
1119,Remove Vowels from a String,Easy,algorithms
1118,Number of Days in a Month,Easy,algorithms
1113,Reported Posts,Easy,database
1112,Highest Grade For Each Student,Medium,database
1111,Maximum Nesting Depth of Two Valid Parentheses Strings,Medium,algorithms
1110,Delete Nodes And Return Forest,Medium,algorithms
1109,Corporate Flight Bookings,Medium,algorithms
1108,Defanging an IP Address,Easy,algorithms
1107,New Users Daily Count,Medium,database
1106,Parsing A Boolean Expression,Hard,algorithms
1105,Filling Bookcase Shelves,Medium,algorithms
1104,Path In Zigzag Labelled Binary Tree,Medium,algorithms
1103,Distribute Candies to People,Easy,algorithms
1102,Path With Maximum Minimum Value,Medium,algorithms
1101,The Earliest Moment When Everyone Become Friends,Medium,algorithms
1100,Find K-Length Substrings With No Repeated Characters,Medium,algorithms
1099,Two Sum Less Than K,Easy,algorithms
1098,Unpopular Books,Medium,database
1097,Game Play Analysis V,Hard,database
1096,Brace Expansion II,Hard,algorithms
1095,Find in Mountain Array,Hard,algorithms
1094,Car Pooling,Medium,algorithms
1093,Statistics from a Large Sample,Medium,algorithms
1092,Shortest Common Supersequence,Hard,algorithms
1091,Shortest Path in Binary Matrix,Medium,algorithms
1090,Largest Values From Labels,Medium,algorithms
1089,Duplicate Zeros,Easy,algorithms
1088,Confusing Number II,Hard,algorithms
1087,Brace Expansion,Medium,algorithms
1086,High Five,Easy,algorithms
1085,Sum of Digits in the Minimum Number,Easy,algorithms
1084,Sales Analysis III,Easy,database
1083,Sales Analysis II,Easy,database
1082,Sales Analysis I,Easy,database
1081,Smallest Subsequence of Distinct Characters,Medium,algorithms
1080,Insufficient Nodes in Root to Leaf Paths,Medium,algorithms
1079,Letter Tile Possibilities,Medium,algorithms
1078,Occurrences After Bigram,Easy,algorithms
1077,Project Employees III,Medium,database
1076,Project Employees II,Easy,database
1075,Project Employees I,Easy,database
1074,Number of Submatrices That Sum to Target,Hard,algorithms
1073,Adding Two Negabinary Numbers,Medium,algorithms
1072,Flip Columns For Maximum Number of Equal Rows,Medium,algorithms
1071,Greatest Common Divisor of Strings,Easy,algorithms
1070,Product Sales Analysis III,Medium,database
1069,Product Sales Analysis II,Easy,database
1068,Product Sales Analysis I,Easy,database
1067,Digit Count in Range,Hard,algorithms
1066,Campus Bikes II,Medium,algorithms
1065,Index Pairs of a String,Easy,algorithms
1064,Fixed Point,Easy,algorithms
1063,Number of Valid Subarrays,Hard,algorithms
1062,Longest Repeating Substring,Medium,algorithms
1061,Lexicographically Smallest Equivalent String,Medium,algorithms
1060,Missing Element in Sorted Array,Medium,algorithms
1059,All Paths from Source Lead to Destination,Medium,algorithms
1058,Minimize Rounding Error to Meet Target,Medium,algorithms
1057,Campus Bikes,Medium,algorithms
1056,Confusing Number,Easy,algorithms
1055,Shortest Way to Form String,Medium,algorithms
1054,Distant Barcodes,Medium,algorithms
1053,Previous Permutation With One Swap,Medium,algorithms
1052,Grumpy Bookstore Owner,Medium,algorithms
1051,Height Checker,Easy,algorithms
1050,Actors and Directors Who Cooperated At Least Three Times,Easy,database
1049,Last Stone Weight II,Medium,algorithms
1048,Longest String Chain,Medium,algorithms
1047,Remove All Adjacent Duplicates In String,Easy,algorithms
1046,Last Stone Weight,Easy,algorithms
1045,Customers Who Bought All Products,Medium,database
1044,Longest Duplicate Substring,Hard,algorithms
1043,Partition Array for Maximum Sum,Medium,algorithms
1042,Flower Planting With No Adjacent,Easy,algorithms
1041,Robot Bounded In Circle,Medium,algorithms
1040,Moving Stones Until Consecutive II,Medium,algorithms
1039,Minimum Score Triangulation of Polygon,Medium,algorithms
1038,Binary Search Tree to Greater Sum Tree,Medium,algorithms
1037,Valid Boomerang,Easy,algorithms
1036,Escape a Large Maze,Hard,algorithms
1035,Uncrossed Lines,Medium,algorithms
1034,Coloring A Border,Medium,algorithms
1033,Moving Stones Until Consecutive,Easy,algorithms
1032,Stream of Characters,Hard,algorithms
1031,Maximum Sum of Two Non-Overlapping Subarrays,Medium,algorithms
1030,Matrix Cells in Distance Order,Easy,algorithms
1029,Two City Scheduling,Medium,algorithms
1028,Recover a Tree From Preorder Traversal,Hard,algorithms
1027,Longest Arithmetic Subsequence,Medium,algorithms
1026,Maximum Difference Between Node and Ancestor,Medium,algorithms
1025,Divisor Game,Easy,algorithms
1024,Video Stitching,Medium,algorithms
1023,Camelcase Matching,Medium,algorithms
1022,Sum of Root To Leaf Binary Numbers,Easy,algorithms
1021,Remove Outermost Parentheses,Easy,algorithms
1020,Number of Enclaves,Medium,algorithms
1019,Next Greater Node In Linked List,Medium,algorithms
1018,Binary Prefix Divisible By 5,Easy,algorithms
1017,Convert to Base -2,Medium,algorithms
1016,Binary String With Substrings Representing 1 To N,Medium,algorithms
